Season,Division,Team,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result
2016,AFC East,BUF,11,JAX,-8.5,43.5,"W, 28-21",Lost,Over
2024,AFC East,BUF,18,DEN,-8.5,48,"W, 31-7",Won,Under
2004,AFC East,BUF,16,PIT,-9.5,33,"L, 24-29",Lost,Ov
2020,AFC East,BUF,7,@NYJ,-9.5,47,"W, 18-10",Lost,Under
2022,AFC East,BUF,11,@DET,-9.5,54.5,"W, 28-25",Lost,Under
2024,AFC East,BUF,7,TEN,-9.5,41,"W, 34-10",Won,Over
2004,AFC East,BUF,15,@SFO,-10,41.5,"W, 41-7",Won,Over
2008,AFC East,BUF,3,OAK,-10,37.5,"W, 24-23",Lost,Over
2022,AFC East,BUF,2,TEN,-10,47.5,"W, 41-7",Won,Over
2022,AFC East,BUF,13,NYJ,-10,43,"W, 20-12",Lost,Under
2023,AFC East,BUF,8,TAM,-10,43.5,"W, 24-18",Lost,Under
2023,AFC East,BUF,18,PIT,-10,38,"W, 31-17",Won,Over
2024,AFC East,BUF,16,NYJ,-10,46,"W, 40-14",Won,Over
2016,AFC East,BUF,14,CLE,-10.5,43,"W, 33-13",Won,Over
2019,AFC East,BUF,8,WAS,-10.5,37,"W, 24-9",Won,Under
2022,AFC East,BUF,7,GNB,-10.5,47,"W, 27-17",Lost,Under
2004,AFC East,BUF,13,CLE,-11,38.5,"W, 37-7",Won,Over
2022,AFC East,BUF,8,@NYJ,-11,46,"L, 17-20",Lost,Under
2023,AFC East,BUF,15,@LAC,-12.5,44,"W, 24-22",Lost,Over
2021,AFC East,BUF,9,@NYJ,-13,47.5,"W, 45-17",Won,Over
2022,AFC East,BUF,18,MIA,-13.5,43.5,"W, 34-31",Lost,Over
2021,AFC East,BUF,7,MIA,-14,49,"W, 26-11",Won,Under
2022,AFC East,BUF,5,PIT,-14,45.5,"W, 38-3",Won,Under
2023,AFC East,BUF,16,NWE,-14,40,"W, 27-21",Lost,Over
2024,AFC East,BUF,15,NWE,-14,46.5,"W, 24-21",Lost,Under
2021,AFC East,BUF,8,@JAX,-14.5,48.5,"L, 6-9",Lost,Under
2021,AFC East,BUF,14,CAR,-14.5,43,"W, 31-14",Won,Over
2021,AFC East,BUF,16,ATL,-14.5,44,"W, 29-15",Lost,Push
2023,AFC East,BUF,6,NYG,-15.5,43.5,"W, 14-9",Lost,Under
2021,AFC East,BUF,17,NYJ,-16.5,40.5,"W, 27-10",Won,Under
2019,AFC East,BUF,6,MIA,-17,42.5,"W, 31-21",Lost,Over
2021,AFC East,BUF,4,HOU,-17.5,47,"W, 40-0",Won,Under
2007,AFC East,MIA,15,@NWE,22.5,45.5,"L, 7-28",Won,Under
2019,AFC East,MIA,3,@DAL,22,46.5,"L, 6-31",Lost,Under
2019,AFC East,MIA,2,NWE,18,48.5,"L, 0-43",Lost,Under
2019,AFC East,MIA,16,@NWE,17.5,46,"W, 27-24",Won,Over
2019,AFC East,MIA,6,@BUF,17,42.5,"L, 21-31",Won,Over
2017,AFC East,MIA,11,@NWE,17,49,"L, 17-35",Lost,Over
2007,AFC East,MIA,11,@PIT,16,38.5,"L, 0-3",Won,Under
2007,AFC East,MIA,7,NWE,15.5,49.5,"L, 28-49",Lost,Over
2019,AFC East,MIA,4,LAC,15,43.5,"L, 10-30",Lost,Under
2021,AFC East,MIA,8,@BUF,14,49,"L, 11-26",Lost,Under
2019,AFC East,MIA,7,@PIT,14,44,"L, 14-27",Won,Under
2017,AFC East,MIA,5,@ATL,14,46,"W, 20-17",Won,Under
2022,AFC East,MIA,18,@BUF,13.5,43.5,"L, 31-34",Won,Over
2012,AFC East,MIA,1,@HOU,13.5,41.5,"L, 10-30",Lost,Under
2006,AFC East,MIA,8,@CHI,13.5,37.5,"W, 31-13",Won,Over
2005,AFC East,MIA,13,@SDG,13.5,45,"W, 23-21",Won,Under
2008,AFC East,MIA,3,@NWE,12.5,37,"W, 38-13",Won,Over
2004,AFC East,MIA,13,@DEN,11.5,41,"L, 17-20",Won,Under
2019,AFC East,MIA,9,@IND,11,44.5,"W, 16-12",Won,Under
2019,AFC East,MIA,11,@CLE,11,45.5,"L, 24-41",Lost,Over
2018,AFC East,MIA,10,@GNB,11,48.5,"L, 12-31",Lost,Under
2017,AFC East,MIA,15,@KAN,11,43.5,"L, 13-29",Lost,Under
2016,AFC East,MIA,17,@PIT,11,47.5,"L, 12-30",Lost,Under
2004,AFC East,MIA,5,@NWE,11,34,"L, 10-24",Lost,Push
2004,AFC East,MIA,16,@BAL,11,33,"L, 23-30",Won,Over
2019,AFC East,MIA,12,PHI,10.5,45,"W, 37-31",Won,Over
2017,AFC East,MIA,13,NWE,10.5,48,"W, 27-20",Won,Under
2016,AFC East,MIA,1,@SEA,10.5,43.5,"L, 10-12",Won,Under
2012,AFC East,MIA,13,@SFO,10.5,38.5,"L, 13-27",Lost,Over
2009,AFC East,MIA,8,@NWE,10.5,46.5,"L, 17-27",Won,Under
2021,AFC East,MIA,5,@TAM,10,48,"L, 17-45",Lost,Over
2012,AFC East,MIA,16,@NWE,10,46.5,"L, 0-28",Lost,Under
2011,AFC East,MIA,7,@NYG,10,43.5,"L, 17-20",Won,Under
2007,AFC East,MIA,8,NYG,10,48,"L, 10-13",Won,Under
2004,AFC East,MIA,14,NWE,10,44,"W, 29-28",Won,Over
2018,AFC East,MIA,13,NWE,9.5,49.5,"W, 34-33",Won,Over
2007,AFC East,MIA,10,@PHI,9.5,40,"L, 7-17",Lost,Under
2006,AFC East,MIA,5,@NWE,9.5,36.5,"L, 10-20",Lost,Under
2004,AFC East,MIA,10,@SEA,9.5,37,"L, 17-24",Won,Over
2018,AFC East,MIA,11,@IND,9,52.5,"L, 24-27",Won,Under
2015,AFC East,MIA,16,NWE,9,46.5,"W, 20-10",Won,Under
2012,AFC East,MIA,12,NWE,9,51.5,"L, 16-23",Won,Under
2006,AFC East,MIA,16,@IND,9,43.5,"L, 22-27",Won,Over
2020,AFC East,MIA,5,@SFO,8.5,50.5,"W, 43-17",Won,Over
2017,AFC East,MIA,9,@CAR,8,38.5,"L, 21-45",Lost,Over
2021,AFC East,MIA,10,BAL,7.5,46.5,"W, 22-10",Won,Under
2020,AFC East,MIA,1,@NWE,7.5,41.5,"L, 11-21",Lost,Under
2020,AFC East,MIA,13,KAN,7.5,52,"L, 27-33",Won,Over
2018,AFC East,MIA,6,CHI,7.5,40.5,"W, 31-28",Won,Over
2018,AFC East,MIA,8,@HOU,7.5,45,"L, 23-42",Lost,Over
2018,AFC East,MIA,14,@MIN,7.5,45,"L, 17-41",Lost,Over
2016,AFC East,MIA,4,@CIN,7.5,46,"L, 7-22",Lost,Under
2016,AFC East,MIA,6,PIT,7.5,49.5,"W, 30-15",Won,Under
2016,AFC East,MIA,16,NWE,7.5,47,"L, 14-35",Lost,Over
2015,AFC East,MIA,7,@NWE,7.5,50.5,"L, 7-36",Lost,Under
2014,AFC East,MIA,14,@NWE,7.5,48,"L, 13-41",Lost,Over
2013,AFC East,MIA,4,@NOR,7.5,48.5,"L, 17-38",Lost,Over
2011,AFC East,MIA,1,NWE,7.5,47,"L, 24-38",Lost,Over
2011,AFC East,MIA,5,@NYJ,7.5,41.5,"L, 6-24",Lost,Under
2011,AFC East,MIA,15,@NWE,7.5,49.5,"L, 24-27",Won,Over
2022,AFC East,MIA,14,@BUF,7,43.5,"L, 29-32",Won,Over
2019,AFC East,MIA,1,BAL,7,41,"L, 10-59",Lost,Over
2019,AFC East,MIA,10,BUF,7,41.5,"L, 20-37",Lost,Over
2014,AFC East,MIA,11,@DEN,7,47.5,"L, 36-39",Won,Over
2011,AFC East,MIA,4,@SDG,7,45,"L, 16-26",Lost,Under
2011,AFC East,MIA,11,@DAL,7,46,"L, 19-20",Won,Under
2007,AFC East,MIA,13,@BUF,7,34,"L, 17-38",Lost,Over
2005,AFC East,MIA,11,@OAK,7,42.5,"W, 33-21",Won,Over
2004,AFC East,MIA,8,@NYJ,7,35.5,"L, 14-41",Lost,Over
2018,AFC East,MIA,4,@NWE,6.5,50.5,"L, 7-38",Lost,Under
2018,AFC East,MIA,5,@CIN,6.5,47.5,"L, 17-27",Lost,Under
2009,AFC East,MIA,6,NOR,6.5,48,"L, 34-46",Lost,Over
2008,AFC East,MIA,2,@ARI,6.5,40.5,"L, 10-31",Lost,Over
2024,AFC East,MIA,8,@BUF,6,49.5,"L, 27-30",Won,Over
2021,AFC East,MIA,17,NWE,6,40,"W, 33-24",Won,Over
2020,AFC East,MIA,8,@ARI,6,49,"W, 34-31",Won,Over
2019,AFC East,MIA,5,WAS,6,42,"L, 16-17",Won,Under
2015,AFC East,MIA,9,@PHI,6,49.5,"W, 20-19",Won,Under
2010,AFC East,MIA,2,@MIN,6,41,"W, 14-10",Won,Under
2010,AFC East,MIA,16,@NWE,6,44,"L, 7-38",Lost,Over
2008,AFC East,MIA,4,SDG,6,44.5,"W, 17-10",Won,Under
2005,AFC East,MIA,2,@NYJ,6,37,"L, 7-17",Lost,Under
2020,AFC East,MIA,2,BUF,5.5,42.5,"L, 28-31",Won,Over
2018,AFC East,MIA,16,@BUF,5.5,39.5,"L, 17-42",Lost,Over
2016,AFC East,MIA,2,@NWE,5.5,42,"L, 24-31",Lost,Over
2013,AFC East,MIA,7,@NWE,5.5,46.5,"L, 17-27",Lost,Under
2010,AFC East,MIA,13,@NYJ,5.5,38,"W, 10-6",Won,Under
2009,AFC East,MIA,3,@SDG,5.5,45.5,"L, 13-23",Lost,Under
2007,AFC East,MIA,5,@HOU,5.5,43.5,"L, 19-22",Won,Under
2004,AFC East,MIA,2,@CIN,5.5,40,"L, 13-16",Won,Under
2004,AFC East,MIA,4,NYJ,5.5,36,"L, 9-17",Lost,Under
2003,AFC East,MIA,9,@TEN,5.5,39.5,"L, 7-31",Lost,Under
2019,AFC East,MIA,13,@NYJ,5,47,"L, 21-22",Won,Under
2014,AFC East,MIA,1,NWE,5,47,"W, 33-20",Won,Over
2010,AFC East,MIA,8,@BAL,5,41,"L, 10-26",Lost,Under
2009,AFC East,MIA,12,NWE,5,46.5,"W, 22-21",Won,Under
2004,AFC East,MIA,7,STL,5,37.5,"W, 31-14",Won,Over
2004,AFC East,MIA,12,BUF,5,34,"L, 32-42",Lost,Over
2024,AFC East,MIA,3,@SEA,4.5,41.5,"L, 3-24",Lost,Under
2023,AFC East,MIA,18,@KAN,4.5,43.5,"L, 7-26",Lost,Under
2022,AFC East,MIA,3,BUF,4.5,53,"W, 21-19",Won,Under
2022,AFC East,MIA,12,@SFO,4.5,45.5,"L, 17-33",Lost,Over
2020,AFC East,MIA,4,SEA,4.5,55,"L, 23-31",Lost,Under
2016,AFC East,MIA,15,@BUF,4.5,44.5,"W, 34-31",Won,Over
2009,AFC East,MIA,14,@TEN,4.5,43,"L, 24-27",Won,Over
2005,AFC East,MIA,1,DEN,4.5,38.5,"W, 34-10",Won,Over
2005,AFC East,MIA,5,@TAM,4.5,33,"L, 13-27",Lost,Over
2004,AFC East,MIA,6,@BUF,4.5,30,"L, 13-20",Lost,Over
2002,AFC East,MIA,8,@GNB,4.5,41.5,"L, 10-24",Lost,Under
2021,AFC East,MIA,3,@LVR,4,44,"L, 28-31",Won,Over
2017,AFC East,MIA,3,NOR,4,51.5,"L, 0-20",Lost,Under
2016,AFC East,MIA,9,@SDG,4,48.5,"W, 31-24",Won,Over
2015,AFC East,MIA,11,@NYJ,4,42.5,"L, 20-38",Lost,Over
2013,AFC East,MIA,11,CAR,4,40,"L, 16-20",Push,Under
2012,AFC East,MIA,4,@ARI,4,39.5,"L, 21-24",Won,Over
2011,AFC East,MIA,8,@KAN,4,40.5,"W, 31-3",Won,Under
2009,AFC East,MIA,1,@ATL,4,44.5,"L, 7-19",Lost,Under
2008,AFC East,MIA,8,@DEN,4,50,"W, 26-17",Won,Under
2007,AFC East,MIA,6,@CLE,4,45,"L, 31-41",Lost,Over
2023,AFC East,MIA,16,@BAL,3.5,46.5,"L, 19-56",Lost,Over
2022,AFC East,MIA,2,@BAL,3.5,44.5,"W, 42-38",Won,Over
2022,AFC East,MIA,4,@CIN,3.5,47.5,"L, 15-27",Lost,Under
2021,AFC East,MIA,2,BUF,3.5,47.5,"L, 0-35",Lost,Under
2020,AFC East,MIA,7,LAR,3.5,46.5,"W, 28-17",Won,Under
2019,AFC East,MIA,8,NYJ,3.5,42.5,"W, 26-18",Won,Over
2019,AFC East,MIA,14,@NYG,3.5,47,"L, 20-36",Lost,Over
2017,AFC East,MIA,1,@LAC,3.5,46,"W, 19-17",Won,Under
2017,AFC East,MIA,14,@BUF,3.5,39.5,"L, 16-24",Lost,Over
2016,AFC East,MIA,12,@BAL,3.5,41.5,"L, 6-38",Lost,Over
2009,AFC East,MIA,7,@NYJ,3.5,40.5,"W, 30-25",Won,Over
2009,AFC East,MIA,10,@CAR,3.5,42,"W, 24-17",Won,Under
2008,AFC East,MIA,17,BAL,3.5,38,"L, 9-27",Lost,Under
2007,AFC East,MIA,2,DAL,3.5,40.5,"L, 20-37",Lost,Over
2005,AFC East,MIA,3,CAR,3.5,37.5,"W, 27-24",Won,Over
2002,AFC East,MIA,6,@DEN,3.5,41,"W, 24-22",Won,Over
2024,AFC East,MIA,6,@IND,3,43.5,"L, 10-16",Lost,Under
2024,AFC East,MIA,12,@GNB,3,47.5,"L, 17-30",Lost,Under
2023,AFC East,MIA,1,@LAC,3,50.5,"W, 36-34",Won,Over
2023,AFC East,MIA,7,@PHI,3,51.5,"L, 17-31",Lost,Under
2022,AFC East,MIA,6,MIN,3,45.5,"L, 16-24",Lost,Under
2021,AFC East,MIA,1,@NWE,3,43.5,"W, 17-16",Won,Under
2021,AFC East,MIA,16,@TEN,3,40,"L, 3-34",Lost,Under
2018,AFC East,MIA,2,@NYJ,3,43,"W, 20-12",Won,Under
2018,AFC East,MIA,7,DET,3,47,"L, 21-32",Lost,Over
2017,AFC East,MIA,7,@BAL,3,38,"L, 0-40",Lost,Over
2017,AFC East,MIA,8,OAK,3,44.5,"L, 24-27",Push,Over
2015,AFC East,MIA,8,@BUF,3,44,"L, 17-33",Lost,Over
2014,AFC East,MIA,6,@CHI,3,47.5,"W, 27-14",Won,Under
2014,AFC East,MIA,9,@DET,3,43,"L, 16-20",Lost,Under
2013,AFC East,MIA,2,@IND,3,43.5,"W, 24-20",Won,Over
2013,AFC East,MIA,8,CIN,3,42,"W, 22-20",Won,Push
2013,AFC East,MIA,10,SDG,3,44.5,"W, 20-16",Won,Under
2013,AFC East,MIA,13,@PIT,3,40.5,"W, 34-28",Won,Over
2012,AFC East,MIA,3,NYJ,3,40.5,"L, 20-23",Push,Over
2012,AFC East,MIA,5,@CIN,3,45,"W, 17-13",Won,Under
2012,AFC East,MIA,11,SEA,3,38,"W, 24-21",Won,Over
2011,AFC East,MIA,2,HOU,3,47.5,"L, 13-23",Lost,Under
2010,AFC East,MIA,5,@GNB,3,44,"W, 23-20",Won,Under
2010,AFC East,MIA,6,PIT,3,40.5,"L, 22-23",Won,Over
2010,AFC East,MIA,11,@OAK,3,38,"W, 33-17",Won,Over
2009,AFC East,MIA,2,IND,3,41,"L, 23-27",Lost,Over
2009,AFC East,MIA,5,NYJ,3,36.5,"W, 31-27",Won,Over
2009,AFC East,MIA,16,PIT,3,46,"L, 24-30",Lost,Over
2008,AFC East,MIA,1,NYJ,3,36,"L, 14-20",Lost,Under
2008,AFC East,MIA,5,@HOU,3,44.5,"L, 28-29",Won,Over
2007,AFC East,MIA,1,@WAS,3,34.5,"L, 13-16",Push,Under
2007,AFC East,MIA,3,@NYJ,3,36.5,"L, 28-31",Push,Over
2007,AFC East,MIA,14,BAL,3,37.5,"W, 22-16",Won,Over
2007,AFC East,MIA,16,CIN,3,45,"L, 25-38",Lost,Over
2006,AFC East,MIA,13,NWE,3,37,"W, 21-0",Won,Under
2005,AFC East,MIA,16,@NWE,3,37,"W, 28-26",Won,Over
2004,AFC East,MIA,1,TEN,3,38,"L, 7-17",Lost,Under
2003,AFC East,MIA,12,@DAL,3,34.5,"W, 40-21",Won,Over
2003,AFC East,MIA,13,@NWE,3,33.5,"L, 0-12",Lost,Under
2003,AFC East,MIA,15,@BUF,3,33,"W, 20-3",Won,Under
2024,AFC East,MIA,9,@LAR,2.5,49,"W, 23-15",Won,Under
2024,AFC East,MIA,14,@HOU,2.5,45.5,"L, 12-20",Lost,Under
2023,AFC East,MIA,4,@BUF,2.5,53,"L, 20-48",Lost,Over
2023,AFC East,MIA,17,BUF,2.5,48,"L, 14-21",Lost,Under
2022,AFC East,MIA,16,@NWE,2.5,41,"L, 21-23",Won,Over
2021,AFC East,MIA,12,CAR,2.5,42,"W, 33-10",Won,Over
2020,AFC East,MIA,3,@JAX,2.5,49.5,"W, 31-13",Won,Under
2017,AFC East,MIA,16,BUF,2.5,41.5,"L, 16-22",Lost,Under
2016,AFC East,MIA,7,BUF,2.5,46,"W, 28-25",Won,Over
2013,AFC East,MIA,1,@CLE,2.5,40.5,"W, 23-10",Won,Under
2012,AFC East,MIA,10,@BUF,2.5,46,"L, 14-19",Lost,Under
2008,AFC East,MIA,16,@NYJ,2.5,43,"W, 24-17",Won,Under
2007,AFC East,MIA,9,BUF,2.5,40.5,"L, 10-13",Lost,Under
2006,AFC East,MIA,6,@NYJ,2.5,36.5,"L, 17-20",Lost,Over
2005,AFC East,MIA,4,@BUF,2.5,33,"L, 14-20",Lost,Over
2005,AFC East,MIA,9,NWE,2.5,40,"L, 16-23",Lost,Under
2005,AFC East,MIA,10,@CLE,2.5,34.5,"L, 0-22",Lost,Under
2002,AFC East,MIA,9,@NYJ,2.5,39.5,"L, 10-13",Lost,Under
2021,AFC East,MIA,7,ATL,2,47.5,"L, 28-30",Push,Over
2016,AFC East,MIA,13,ARI,2,44,"W, 26-23",Won,Over
2015,AFC East,MIA,5,@TEN,2,43.5,"W, 38-10",Won,Over
2013,AFC East,MIA,12,@NYJ,2,39.5,"W, 23-3",Won,Under
2012,AFC East,MIA,2,OAK,2,41,"W, 35-13",Won,Over
2009,AFC East,MIA,13,@JAX,2,43,"W, 14-10",Won,Under
2008,AFC East,MIA,11,NWE,2,42.5,"L, 28-48",Lost,Over
2008,AFC East,MIA,13,@BUF,2,42.5,"W, 16-3",Won,Under
2005,AFC East,MIA,7,@NOR,2,41,"W, 21-6",Won,Under
2005,AFC East,MIA,8,ATL,2,39.5,"L, 10-17",Lost,Under
2024,AFC East,MIA,15,SFO,1.5,44.5,"W, 29-17",Won,Over
2023,AFC East,MIA,9,@KAN,1.5,51.5,"L, 14-21",Lost,Under
2020,AFC East,MIA,14,NWE,1.5,40.5,"W, 22-12",Won,Under
2019,AFC East,MIA,15,CIN,1.5,46,"W, 38-35",Won,Over
2015,AFC East,MIA,4,NYJ,1.5,42,"L, 14-27",Lost,Under
2015,AFC East,MIA,10,DAL,1.5,46,"L, 14-24",Lost,Under
2015,AFC East,MIA,14,@SDG,1.5,46,"L, 14-30",Lost,Under
2014,AFC East,MIA,2,@BUF,1.5,42.5,"L, 10-29",Lost,Under
2014,AFC East,MIA,5,GNB,1.5,47,"L, 24-27",Lost,Over
2011,AFC East,MIA,14,@BUF,1.5,40.5,"W, 30-23",Won,Over
2006,AFC East,MIA,1,@PIT,1.5,34.5,"L, 17-28",Lost,Over
2003,AFC East,MIA,4,@NYG,1.5,38,"W, 23-10",Won,Under
2018,AFC East,MIA,1,TEN,1,43.5,"W, 27-20",Won,Over
2017,AFC East,MIA,10,TAM,1,44,"L, 20-30",Lost,Over
2017,AFC East,MIA,12,DEN,1,41,"W, 35-9",Won,Over
2016,AFC East,MIA,10,@LAR,1,39,"W, 14-10",Won,Under
2015,AFC East,MIA,13,NYG,1,46.5,"L, 24-31",Lost,Over
2012,AFC East,MIA,7,@NYJ,1,39,"W, 30-9",Won,Push
2011,AFC East,MIA,6,DEN,1,41.5,"L, 15-18",Lost,Under
2010,AFC East,MIA,4,NWE,1,48,"L, 14-41",Lost,Over
2010,AFC East,MIA,7,@CIN,1,44,"W, 22-14",Won,Under
2006,AFC East,MIA,14,@BUF,1,34.5,"L, 0-21",Lost,Under
2005,AFC East,MIA,6,KAN,1,42.5,"L, 20-30",Lost,Over
2024,AFC East,MIA,17,@NYJ,0,39,"L, 20-32",Lost,Over
2017,AFC East,MIA,4,TEN,0,41.5,"W, 16-10",Won,Under
2006,AFC East,MIA,12,JAX,0,35.5,"L, 10-24",Lost,Under
2004,AFC East,MIA,11,@SFO,0,37.5,"W, 24-17",Won,Over
2002,AFC East,MIA,2,@IND,0,47,"W, 21-13",Won,Under
2024,AFC East,MIA,5,@NWE,-1,35,"W, 15-10",Won,Under
2010,AFC East,MIA,9,TEN,-1,43,"W, 29-17",Won,Over
2008,AFC East,MIA,7,BUF,-1,41.5,"W, 25-16",Won,Under
2007,AFC East,MIA,12,NYJ,-1,37.5,"L, 13-40",Lost,Over
2023,AFC East,MIA,15,DAL,-1.5,49,"W, 22-20",Won,Under
2020,AFC East,MIA,9,LAC,-1.5,49,"W, 29-21",Won,Over
2013,AFC East,MIA,15,@BUF,-1.5,42,"L, 0-19",Lost,Under
2009,AFC East,MIA,4,BUF,-1.5,37.5,"W, 38-10",Won,Over
2002,AFC East,MIA,14,OAK,-1.5,43.5,"W, 23-17",Won,Under
2024,AFC East,MIA,2,BUF,-2,49,"L, 10-31",Lost,Under
2023,AFC East,MIA,2,@NWE,-2,46.5,"W, 24-17",Won,Under
2012,AFC East,MIA,8,@IND,-2,43.5,"L, 20-23",Lost,Under
2011,AFC East,MIA,3,@CLE,-2,42.5,"L, 16-17",Lost,Under
2011,AFC East,MIA,16,NYJ,-2,39,"W, 19-17",Push,Under
2010,AFC East,MIA,10,CHI,-2,40,"L, 0-16",Lost,Under
2009,AFC East,MIA,15,HOU,-2,47,"L, 20-27",Lost,Push
2006,AFC East,MIA,9,KAN,-2,40.5,"W, 13-10",Won,Under
2002,AFC East,MIA,12,@BUF,-2,37,"L, 21-38",Lost,Over
2002,AFC East,MIA,16,@NWE,-2,38,"L, 24-27",Lost,Over
2024,AFC East,MIA,4,TEN,-2.5,37,"L, 12-31",Lost,Over
2021,AFC East,MIA,4,IND,-2.5,42.5,"L, 17-27",Lost,Over
2021,AFC East,MIA,15,@NOR,-2.5,37.5,"W, 20-3",Won,Under
2016,AFC East,MIA,5,TEN,-2.5,44.5,"L, 17-30",Lost,Over
2016,AFC East,MIA,14,@NYJ,-2.5,40,"W, 34-13",Won,Over
2015,AFC East,MIA,3,BUF,-2.5,41.5,"L, 14-41",Lost,Over
2015,AFC East,MIA,15,IND,-2.5,43,"L, 12-18",Lost,Under
2013,AFC East,MIA,3,ATL,-2.5,45.5,"W, 27-23",Won,Over
2013,AFC East,MIA,5,BAL,-2.5,42.5,"L, 23-26",Lost,Over
2013,AFC East,MIA,9,@TAM,-2.5,39.5,"L, 19-22",Lost,Over
2013,AFC East,MIA,14,NWE,-2.5,46.5,"W, 24-20",Won,Under
2010,AFC East,MIA,3,NYJ,-2.5,36,"L, 23-31",Lost,Over
2006,AFC East,MIA,11,@DET,-2.5,40.5,"W, 27-10",Won,Under
2004,AFC East,MIA,3,PIT,-2.5,31,"L, 3-13",Lost,Under
2024,AFC East,MIA,16,@CLE,-3,33.5,"W, 20-3",Won,Under
2022,AFC East,MIA,1,NWE,-3,46,"W, 20-7",Won,Under
2022,AFC East,MIA,13,@LAC,-3,53.5,"L, 17-23",Lost,Under
2021,AFC East,MIA,6,@JAX,-3,47,"L, 20-23",Lost,Under
2020,AFC East,MIA,15,@LVR,-3,48,"W, 26-25",Lost,Over
2018,AFC East,MIA,3,OAK,-3,46,"W, 28-20",Won,Over
2018,AFC East,MIA,9,NYJ,-3,43,"W, 13-6",Won,Under
2018,AFC East,MIA,15,JAX,-3,39.5,"L, 7-17",Lost,Under
2017,AFC East,MIA,6,NYJ,-3,40,"W, 31-28",Push,Over
2015,AFC East,MIA,1,@WAS,-3,43.5,"W, 17-10",Won,Under
2014,AFC East,MIA,8,SDG,-3,45,"W, 37-0",Won,Under
2014,AFC East,MIA,13,BAL,-3,45,"L, 13-28",Lost,Under
2011,AFC East,MIA,10,BUF,-3,44,"W, 35-8",Won,Under
2011,AFC East,MIA,12,OAK,-3,43,"W, 34-14",Won,Over
2011,AFC East,MIA,13,PHI,-3,44.5,"L, 10-26",Lost,Under
2010,AFC East,MIA,1,@BUF,-3,39,"W, 15-10",Won,Under
2008,AFC East,MIA,6,BAL,-3,35,"L, 13-27",Lost,Over
2006,AFC East,MIA,10,MIN,-3,33.5,"W, 24-20",Won,Over
2006,AFC East,MIA,15,NYJ,-3,36.5,"L, 10-13",Lost,Under
2005,AFC East,MIA,12,BUF,-3,35.5,"W, 24-23",Lost,Over
2004,AFC East,MIA,9,ARI,-3,34.5,"L, 23-24",Lost,Over
2003,AFC East,MIA,2,@NYJ,-3,37,"W, 21-10",Won,Under
2003,AFC East,MIA,3,BUF,-3,40.5,"W, 17-7",Won,Under
2003,AFC East,MIA,8,IND,-3,39.5,"L, 17-23",Lost,Over
2003,AFC East,MIA,14,PHI,-3,37,"L, 27-34",Lost,Over
2002,AFC East,MIA,4,@KAN,-3,44.5,"L, 30-48",Lost,Over
2002,AFC East,MIA,5,NWE,-3,43.5,"W, 26-13",Won,Under
2002,AFC East,MIA,15,@MIN,-3,45,"L, 17-20",Lost,Under
2024,AFC East,MIA,1,JAX,-3.5,49.5,"W, 20-17",Lost,Under
2022,AFC East,MIA,5,@NYJ,-3.5,45,"L, 17-40",Lost,Over
2022,AFC East,MIA,8,@DET,-3.5,51.5,"W, 31-27",Won,Over
2022,AFC East,MIA,10,CLE,-3.5,49.5,"W, 39-17",Won,Over
2022,AFC East,MIA,15,GNB,-3.5,49.5,"L, 20-26",Lost,Under
2022,AFC East,MIA,17,NYJ,-3.5,37,"W, 11-6",Won,Under
2021,AFC East,MIA,11,@NYJ,-3.5,44.5,"W, 24-17",Won,Under
2020,AFC East,MIA,16,@BUF,-3.5,43,"L, 26-56",Lost,Over
2018,AFC East,MIA,12,BUF,-3.5,40,"W, 21-17",Won,Under
2016,AFC East,MIA,8,NYJ,-3.5,45,"W, 27-23",Won,Over
2015,AFC East,MIA,12,BAL,-3.5,42.5,"W, 15-13",Lost,Under
2014,AFC East,MIA,3,KAN,-3.5,42.5,"L, 15-34",Lost,Over
2014,AFC East,MIA,4,@OAK,-3.5,40.5,"W, 38-14",Won,Over
2010,AFC East,MIA,15,DET,-3.5,41,"L, 27-34",Lost,Over
2009,AFC East,MIA,11,@BUF,-3.5,38.5,"L, 14-31",Lost,Over
2008,AFC East,MIA,15,@KAN,-3.5,37.5,"W, 38-31",Won,Over
2007,AFC East,MIA,4,OAK,-3.5,40,"L, 17-35",Lost,Over
2003,AFC East,MIA,5,@JAX,-3.5,38,"W, 24-10",Won,Under
2003,AFC East,MIA,16,NYJ,-3.5,37.5,"W, 23-21",Lost,Over
2024,AFC East,MIA,7,ARI,-4,46,"L, 27-28",Lost,Over
2022,AFC East,MIA,9,@CHI,-4,45.5,"W, 35-32",Lost,Over
2020,AFC East,MIA,10,@DEN,-4,46,"L, 13-20",Lost,Under
2011,AFC East,MIA,9,WAS,-4,38,"W, 20-9",Won,Under
2006,AFC East,MIA,4,@HOU,-4,40,"L, 15-17",Lost,Under
2002,AFC East,MIA,11,SDG,-4,36.5,"W, 30-3",Won,Under
2015,AFC East,MIA,6,HOU,-4.5,44.5,"W, 44-26",Won,Over
2014,AFC East,MIA,15,MIN,-4.5,42.5,"W, 37-35",Lost,Over
2014,AFC East,MIA,10,BUF,-5,42,"W, 22-9",Won,Under
2012,AFC East,MIA,6,STL,-5,38,"W, 17-14",Lost,Under
2012,AFC East,MIA,15,BUF,-5,43,"W, 24-10",Won,Under
